Inf,Rec,Name,Transfer Value,Pts/Gm,CA,Division,Aer A/90,Hdrs W/90,K Hdrs/90,Cr C/A,Crs A/90,Cr C/90,OPCr %,OPCrs C,Dist/90,Drb/90,Ps A/90,Ps C/90,Sprints/90,Poss Lost/90,Pr passes/90,Shots Outside Box/90,Shot/90,ShT/90,Blk/90,Clr/90,Int/90,Poss Won/90,OPKP/90,Pres C/90,Shts Blckd/90,Hdr %,Tck/90,Tck R,Pas %,Pres A/90,K Tck/90,Ch C/90,K Ps/90,Asts/90
,  ,Eugeen Hermans,£0,1.86,48,Belgian Second Amateur Division ACFF C,8.4,4.39,0.92,,0.08,0,0%,0,10.6km,,54.63,46.77,4.24,3.01,3.93,0.23,1.93,0.15,0.23,1.39,1.39,15.87,0.23,1.08,1.23,52%,1.16,94%,86%,3.08,0.15,0.15,0.23,0.08
,  ,Riyaaz Maloka,£0,1,48,SAFA North West Province Division 2,,,0,,0,0,,0,0.0km,,20,13.56,0,0,0,0,0.33,0.06,,0,,0,0,0,0,,1.94,100%,68%,0,0,,,0.06
,  ,Gabriel Bănică,£0,1,48,Romanian Fourth League Olt,,,0,,0,0,,0,0.0km,,22.81,16.05,0,0,0,0,0.33,0.24,,0,,0,0,0,0,,2.2,96%,70%,0,0,,,0.16
,  ,Alexey Kanonik,£0,1.03,48,Belarusian Second League,9.41,6.52,1.02,,0.03,0,0%,0,10.9km,0.11,52.01,43.09,5.07,3.63,3.51,0.28,0.88,0.17,0.37,1.67,1.02,19.92,0.17,1.27,1.81,69%,1.19,82%,83%,2.89,0.11,0.08,0.17,0.03
,  ,Antti Koski,£0,1.76,48,Finnish Second Division Group B,8.32,5.88,0.8,50%,0.07,0.04,50%,1,10.4km,0.07,51.19,43.01,3.61,2.48,3.36,0.33,1.2,0.18,0.51,1.46,1.42,24.28,0.33,0.91,0.91,71%,0.77,70%,84%,3.1,0.15,,0.33,0.07
,  ,Robert Charlier,£0,1.69,48,Belgian Third Amateur Division VV B,10.1,7.59,0.99,66%,0.2,0.13,67%,2,10.6km,0.07,51.64,43.58,4.69,2.84,3.5,0.26,1.19,0.33,0.4,1.58,1.32,12.02,0.4,1.06,1.58,75%,0.92,88%,84%,2.64,0.26,,0.4,
,  ,František Stáňa,£0,1.05,48,Czech Third Division MSFL,0.18,0.12,0,,0,0,,0,0.2km,,21.09,14.84,0.06,0.48,0,0,0.36,0.18,,0,,0.06,0,0,0,67%,1.38,100%,70%,0.06,0,,,
,  ,Jean PinnaPinelli,£0,1,48,Swiss Lower Division,,,0,,0,0,,0,0.0km,,20,14,0,0,0,0,0.39,0.11,,0,,0,0,0,0,,2,100%,70%,0,0,,,0.06
,  ,Antonio Cueto,£0,1.19,48,Swiss Promotion League,9.98,5.94,0.55,,0.18,0,0%,0,10.5km,,50.63,43.47,4.9,3.98,3.92,0.06,0.31,0.12,0.67,1.71,1.53,9.24,0.49,0.86,0.61,60%,0.92,88%,86%,3.24,0.24,0.12,0.49,
,  ,Giotis Gotzamanidis,£0,1.31,48,Greek National C Division Group 2,7.94,5.34,1.07,,0,0,,0,9.9km,0.13,50.64,41.9,4.67,2.74,3.8,0.13,0.87,0.2,0.47,1.6,0.73,19.68,0.27,1.27,1.4,67%,1.47,96%,83%,3.14,0.13,,0.27,
,  ,Zlatko Ivanov,£0,1,48,Bulgarian Third League NorthWest,,,0,,0,0,,0,0.0km,,20,14.06,0,0,0,0,0.61,0.06,,0,,0,0,0,0,,1.61,97%,70%,0,0,,,
Ret,  ,Jack Murphy,£0,1.38,48,Irish Lower Division,7.2,4.95,0.77,50%,0.06,0.03,50%,1,9.1km,0.1,46.99,38.06,3.44,2.48,3.05,0.29,0.93,0.23,0.32,1.25,1.12,22.56,0.19,1.09,0.9,69%,1.16,80%,81%,3.05,0.13,0.13,0.19,0.03
,  ,Roberts Toņiševs,£0,1.18,48,Latvian Future League,6.88,5.03,0.6,,0,0,,0,9.8km,0.07,49.71,38.7,3.67,2.48,3.87,0.36,1.12,0.17,0.46,1.75,1.12,17.6,0.2,1.09,0.26,73%,1.12,87%,78%,2.84,0.1,0.03,0.2,
,  ,Ângelo Grego,£0,1.36,48,Portuguese Beja Second Division,8.57,6.5,0.79,33%,0.21,0.07,33%,1,10.0km,,49.57,41,4.64,2.5,3.64,0.07,0.57,0.21,0.57,1.57,1,31.64,0.29,0.86,1.93,76%,0.79,73%,83%,2.93,0.21,0.07,0.29,
,  ,Damien Tiouira,£0,1,48,French National 3  Group I,,,0,,0,0,,0,0.0km,,21.27,14.43,0,0,0,0,,,,0,,0,0,0,0,,1.9,96%,68%,0,0,,,0.08
,  ,Vadim Andreev,£12K  £35K,0.5,48,Russian Second Division B  Group 2,8.75,5.75,0.69,100%,0.19,0.19,100%,3,10.2km,0.06,49.31,38.75,3.69,4.31,3.88,0.12,0.75,0.12,0.5,2.19,1.81,9.56,0.5,1.06,0.06,66%,0.69,58%,79%,3.12,0.38,,0.5,
,  ,Engin Özyiğit,£0,1,48,Turkish 3. League Group 4,,,0,,0,0,,0,0.0km,,20,13.08,0,0,0,0,0.33,0.08,,0,,0,0,0,0,,1.67,100%,65%,0,0,,,
,  ,Jonny Hannon,£0,1,48,Irish Munster Senior League Premier Division,0.24,0.24,0,100%,0.05,0.05,100%,2,0.3km,,20.86,14.65,0.15,0.07,0.1,0,0.44,0.07,,0.02,0.02,0.85,0.02,0.02,0.1,100%,1.89,100%,70%,0.05,0.02,,0.02,0.1
,  ,Ibou Dicko,£0,1,48,Senegalese Lower Division,,,0,,0,0,,0,0.0km,,20,14.76,0,0,0,0,0.24,0.06,,0,,0,0,0,0,,2.18,95%,74%,0,0,,,0.18
Ret,  ,Maxim Fedorov,£0,0.71,48,Russian Second Division A Silver,8.46,5.49,0.69,,0.06,0,0%,0,10.1km,0.13,48.51,40.04,3.79,4.29,3.41,0.25,0.51,0.13,0.32,0.69,1.45,13.07,0.25,1.14,1.39,65%,1.14,95%,83%,2.72,0.25,,0.25,0.06
,  ,Celso Moço,£0,1,48,Portuguese Vila Real First Division,,,0,,0,0,,0,0.0km,,21.41,14.42,0,0,0,0,0.36,0.07,,0,,0,0,0,0,,1.86,100%,67%,0,0,,,
,  ,David Bragg,£0,1,48,English Northern Premier League Premier Division,,,0,,0,0,,0,0.0km,,22.29,15.77,0,0,0,0,1.89,0.94,,0,,0,0,0,0,,2.31,96%,71%,0,0,,,
,  ,Diogo Afonso,£0,1,48,Portuguese Castelo Branco First Division,,,0,,0,0,,0,0.0km,,20,13.59,0,0,0,0,0.18,0.06,,0,,0,0,0,0,,1.47,100%,68%,0,0,,,0.18
,  ,Tal Solomon,£0,1,48,Israeli B League South B Division,,,0,,0,0,,0,0.0km,,20,14.25,0,0,0,0,0.31,0.06,,0,,0,0,0,0,,1.19,100%,71%,0,0,,,0.06
,  ,Nikola Šaula,£0,1,48,Serbian Zone League,,,0,,0,0,,0,0.0km,,20,14.44,0,0,0,0,0.22,0,,0,,0,0,0,0,,1.56,97%,72%,0,0,,,0.11
Ask,  ,Jordan Jaenicke,£0,1.65,48,JD Cymru South,5.45,3.97,0.61,66%,0.2,0.13,67%,2,6.2km,,38.68,29.26,1.88,1.61,2.62,0.27,0.74,0.07,0.13,1.01,0.67,11.03,0.13,0.94,0.4,73%,1.28,100%,76%,2.09,0.2,,0.13,
,  ,Philipp Neubauer,£0,1,48,Austrian District League North (OÖ),,,0,,0,0,,0,0.0km,,20,14.24,0,0,0,0,0.35,0.24,,0,,0,0,0,0,,1.71,94%,71%,0,0,,,0.12
,  ,Alen Vuk,£0,1,48,Austrian 2. County League West (NÖ),,,0,,0,0,,0,0.0km,,20,14,0,0,0,0,0.28,0.06,,0,,0,0,0,0,,2,97%,70%,0,0,,,0.06
,  ,Jozef Vasko,£0,1,47,Slovak Lower Division,,,0,,0,0,,0,0.0km,,20,13.82,0,0,0,0,0.41,0.18,,0,,0,0,0,0,,1.65,97%,69%,0,0,,,
Inj,  ,Rui Gonçalves,£0,1,47,,,,0,,0,0,,0,0.0km,,20.9,14.2,0,0,0,0,0.18,0.06,,0,,0,0,0,0,,1.84,91%,68%,0,0,,,
,  ,Sergey Chelyadinskiy,£0,1,47,Belarusian Second League,,,0,,0,0,,0,0.0km,,20,13.91,0,0,0,0,0.31,0.09,,0,,0,0,0,0,,1.86,98%,70%,0,0,,,0.09
,  ,Valeriy Vysotskiy,£0,1.28,47,Belarusian Second League,8.09,5.75,1.1,,0.09,0,0%,0,10.2km,0.06,48.73,40.35,3.64,2.57,3.41,0.12,0.32,0.06,0.52,1.68,0.95,16,0.23,1.07,1.36,71%,1.39,92%,83%,2.8,0.17,0.12,0.29,0.06
,  ,Bruno Salvador,£0,1,47,Portuguese Lisbon Second Division,,,0,,0,0,,0,0.0km,,20,14.12,0,0,0,0,1.59,0.53,,0,,0,0,0,0,,1.82,97%,71%,0,0,,,0.29
,  ,Evgeny Zornikov,£1.5K  £4K,0.94,47,Russian Third Division  Privolzhje,9.62,7,0.94,,1.88,0.06,3%,0,11.1km,,51.62,42.25,4.19,2.81,2.56,0.25,1,0.31,0.38,1.69,1.62,20.69,0.25,1.19,0.88,73%,1.19,79%,82%,3.25,0.31,0.06,0.25,0.19
,  ,Luís Palmeirão,£0,1,47,Portuguese Lower Regional Divisions,,,0,,0,0,,0,0.0km,,20,13.88,0,0,0,0,0.25,0,,0,,0,0,0,0,,1.94,89%,69%,0,0,,,0.06
,  ,Sergey Yagjaev,£5K  £14K,0.5,47,Russian Second Division A Silver,6.75,4.62,0.88,100%,0.06,0.06,100%,1,9.4km,0.06,49,41.06,3.81,4.06,2.88,0.06,0.38,0,0.31,1.5,1.25,9.12,0.19,1.19,0.56,69%,1,73%,84%,2.38,0.06,,0.19,
,  ,Markuss Kovaļonoks,£0,1.93,47,Latvian Second League West,7.75,4.77,0.97,,0.07,0,0%,0,10.5km,,47.38,37.4,4.32,2.91,2.91,0.07,0.82,0.07,0.3,1.34,1.34,17.28,0.3,1.42,1.19,62%,1.34,82%,79%,2.98,0.3,,0.3,
,  ,Charlie Hutchinson,£0,0.64,47,JD Cymru Premier,9.29,6.51,0.75,,0,0,,0,9.8km,0.11,52.95,44.41,4.06,3.95,2.88,0.53,1.17,0,0.85,2.14,1.6,17.51,0.21,1.07,0.64,70%,1.07,83%,84%,3.1,0.21,0.11,0.21,
,  ,Timo Lindholm,£0,1.1,47,Finnish Third Division,2.4,1.48,0.3,,0,0,,0,2.7km,,29.41,21.77,1.07,0.63,0.89,0.04,0.33,0.07,0.07,0.33,0.33,4.21,0,0.26,0.11,62%,1.14,91%,74%,0.92,0,,,0.07
,  ,Daniel Diestelhorst,£0,1,47,Austrian Vorarlberg League,,,0,,0,0,,0,0.0km,,20,14.06,0,0,0,0,1.39,0.39,,0,,0,0,0,0,,1.5,100%,70%,0,0,,,
,  ,Romans Jansons,£0,1,47,Latvian Future League,,,0,,0,0,,0,0.0km,,20.61,14.9,0,0,0,0,0.04,0,,0,,0,0,0,0,,1.82,98%,72%,0,0,,,0.12
,  ,Hristo Zorov,£0,1,47,Romanian Fourth League Timiş,,,0,,0,0,,0,0.0km,,21.18,15.46,0,0,0,0,0.42,0,,0,,0,0,0,0,,2.05,94%,73%,0,0,,,
,  ,Mislav Janko Hoić,£0,1,47,Croatian Fourth League West,,,0,,0,0,,0,0.0km,,20,13.39,0,0,0,0,0.06,0.06,,0,,0,0,0,0,,1.44,100%,67%,0,0,,,0.22
,  ,Ilias Tarnanas,£0,1,47,Greek National C Division Group 4,,,0,,0,0,,0,0.0km,,21.12,14.13,0,0,0,0,0.24,0,,0,,0,0,0,0,,2.03,89%,67%,0,0,,,
,  ,Boris Belikov,£0,1.11,47,Russian Second Division B  Group 3,0.33,0.16,0,,0,0,,0,0.6km,,22.66,15.55,0.33,0.16,0.11,0,0.33,0.11,0.05,0.05,0.11,1.42,0,0,0.05,50%,1.64,97%,69%,0.05,0,,,0.05
,  ,Marek Mareš,£0,1.05,47,Czech Third Division MSFL,0.89,0.84,0.05,,0,0,,0,1.1km,,23.21,16.79,0.32,0.53,0.42,0,0.32,0,0.21,0.11,0.11,1.74,0,0,0.11,94%,1.53,94%,72%,0.32,0,,,0.11
,  ,Jordi Santos,£0,1,47,Swiss Second League Interregio Gr 2,,,0,,0,0,,0,0.0km,,25.94,18.93,0,0,0,0,0.17,0.09,,0,,0,0,0,0,,2.25,93%,73%,0,0,,,0.26
,  ,Mateo Rexha,£0,1.75,47,JD Cymru South,5.56,3.56,0.5,,0.12,0,0%,0,7.4km,,42.19,32.12,3,1.31,2.31,0.25,1,0.19,0.25,1.31,0.88,20.38,0.25,0.88,0.12,64%,1.44,79%,76%,2,0.19,,0.25,
,  ,Jon Syver Langnes,£0,1,47,Norwegian Fourth Division Buskerud,,,0,,0,0,,0,0.0km,,20.49,13.77,0,0,0,0,0.17,0.09,,0,,0,0,0,0,,1.82,98%,67%,0,0,,,0.06
,  ,Rasmus Stenbring,£0,1,47,Denmark's Series Group 4,,,0,,0,0,,0,0.0km,,23.16,16.29,0,0,0,0,0.31,0.15,,0,,0,0,0,0,,1.7,100%,70%,0,0,,,
,  ,Alexander Bauer,£0,1,47,German Div. North East  South,,,0,,0,0,,0,0.0km,,20,13.76,0,0,0,0,0.24,0,,0,,0,0,0,0,,1.47,96%,69%,0,0,,,0.06
,  ,Vidar Antonsen,£0,0.96,47,Norwegian Third Division Group 4,,,0,,0,0,,0,0.0km,,20.57,13.94,0,0,0,0,0.2,0,,0,,0,0,0,0,,1.62,93%,68%,0,0,,,
,  ,Alexandr Marenich,£9K  £28K,0.73,47,Russian Second Division B  Group 2,8.07,5,1.4,,0.13,0,0%,0,10.2km,,50.53,41.87,3.27,3.07,4.13,0.33,1,0.4,0.33,1.6,1.27,12.27,0.07,1.2,1.8,62%,1.33,95%,83%,3.13,0.13,,0.07,
Ask,  ,Luciano,£14K  £40K,1.7,47,Spanish U19 Division 1 Group 3,6.7,4.8,0.5,50%,2.5,0.3,12%,1,10.9km,,52.5,42.5,4.5,2.7,3.5,0.5,1.1,0.4,0.6,1.8,1.5,30,0.2,1,1,72%,1,71%,81%,2.8,0.2,0.3,0.2,0.2
,  ,Petar Krumov,£0,0.92,47,Romanian Third League Group 6,1.8,1.26,0.27,,0,0,,0,1.9km,,27.18,19.98,0.36,0.63,0.45,0.09,0.45,0.09,,0.36,,1.8,0,0.45,0.09,70%,1.26,74%,74%,0.9,0,,,0.18
,  ,Patrik Kocsis,£0,0.95,47,Hungarian Lower Division,0.52,0.23,0.06,,0,0,,0,0.6km,,24.12,17.29,0.29,0.17,0.17,0,0.29,0.06,,0,0.06,0.69,0,0.06,0.06,44%,1.78,100%,72%,0.23,0,,,0.06
,  ,Timothé Vaesen,£0,1,46,EastFlanders Provincial Division,,,0,,0,0,,0,0.0km,,20,13.47,0,0,0,0,0.27,0.13,,0,,0,0,0,0,,1.87,97%,67%,0,0,,,0.2
,  ,Tim Foedisch,£0,1,46,Austrian Tyrol League,,,0,,0,0,,0,0.0km,,20,13.78,0,0,0,0,0.33,0.11,,0,,0,0,0,0,,1.44,100%,69%,0,0,,,0.11
,  ,Chang Yang,£35K  £110K,1.09,46,Chinese Super League,0.19,0.09,0.05,,0,0,,0,0.3km,,20.73,14.6,0.14,0.09,0.14,0,0.37,0.05,,0.09,,0.14,0,0.05,0,50%,1.72,100%,70%,0.05,0,,,0.05
,  ,Gergő Nagy,£0,1.25,46,Hungarian Lower Division,2.45,1.3,0.3,,0,0,,0,2.0km,,26.2,20.2,0.85,0.65,0.45,0.05,0.45,0.15,0.1,0.4,0.35,4.85,0.05,0.25,0.35,53%,1.8,92%,77%,0.6,0.05,,0.05,
,  ,Ryan Brennan,£0,0.95,46,Irish Leinster Senior League Premier Division,8.29,5.92,1.03,,0.1,0,0%,0,10.2km,0.03,49.9,41.64,4.09,3.6,2.86,0.41,1.13,0.26,0.31,1.6,1.13,12.2,0.23,1.34,2.01,71%,1.26,78%,83%,2.7,0.31,0.05,0.23,0.03
,  ,Paweł Osyra,£0,1,46,Polish Fourth Division,,,0,,0,0,,0,0.0km,,20,14.44,0,0,0,0,0.33,0.11,,0,,0,0,0,0,,1.72,94%,72%,0,0,,,0.06
,  ,Odd Ullandhaug,£0,0.95,46,Norwegian Second Division Group 2,0.23,0.14,0,,0,0,,0,0.3km,,20.64,14.07,0.46,0.56,0.09,0,0.28,0,0.05,0.05,0.09,0.14,0.05,0.09,0.05,60%,1.67,97%,68%,0.28,0.05,,0.05,0.05
,  ,Victor Dyrestam,£0,1,46,Swedish Second Division West Götaland,,,0,,0,0,,0,0.0km,,20,13.73,0,0,0,0,0.31,0.08,,0,,0,0,0,0,,1.38,92%,69%,0,0,,,0.04
Inj,  ,Frank Bartz,£0,1,46,Austrian 1. County League Salzburg,,,0,,0,0,,0,0.0km,,20,14.73,0,0,0,0,0.33,0.13,,0,,0,0,0,0,,2,94%,74%,0,0,,,0.13
,  ,Marcin Bochnak,£0,1,46,Polish Fourth Division,,,0,,0,0,,0,0.0km,,21.15,14.57,0,0,0,0,0.41,0.06,,0,,0,0,0,0,,1.76,100%,69%,0,0,,,0.06
,  ,Tomáš Šilhavý,£0,1,46,Czech Third Division MSFL,7.21,5.58,0.41,33%,0.2,0.07,33%,1,10.7km,0.07,54.35,45.17,4.35,3.47,3.54,0.14,0.41,0,0.48,1.02,1.36,13.13,0.27,0.95,0.68,77%,0.68,71%,83%,2.99,0.27,,0.27,
Ret,  ,Markus Bekkelien,£0,1,46,Norwegian Fourth Division Telemark,,,0,,0,0,,0,0.0km,,21.1,14.74,0,0,0,0,0.38,0.09,,0,,0,0,0,0,,1.9,96%,70%,0,0,,,0.06
,  ,Vidar Sjöö,£0,0.95,46,Finnish Third Division,0.46,0.35,0,,0,0,,0,0.4km,,21.07,14.69,0.2,0.15,0.1,0.1,0.3,0.05,0.05,0.1,0.05,0.76,0,0,0,78%,1.72,100%,70%,0.15,0,,,0.05
,  ,Momodou Sanyang,£0,1,46,Swedish Second Division West Götaland,,,0,,0,0,,0,0.0km,,20,13.69,0,0,0,0,0.38,0.04,,0,,0,0,0,0,,1.81,98%,68%,0,0,,,0.12
,  ,Robbie Campbell,£0,1,46,Scottish Juniors North Championship,,,0,,0,0,,0,0.0km,,20,13.5,0,0,0,0,0.39,0.11,,0,,0,0,0,0,,1.78,97%,68%,0,0,,,0.06
,  ,Aiman Zbidat,£0,0,46,Israeli National League,9.27,6.73,1,,0,0,,0,11.1km,,51.64,40.73,5,5.09,3.55,0.09,0.45,0,0.73,1.73,1.27,8.45,0.45,1.27,1.09,73%,1,69%,79%,3.82,0.18,0.09,0.45,
,  ,Claude Besse,£0,1.25,46,French National 3  Group A,1.11,0.85,0.13,,0,0,,0,1.6km,,25.65,19.19,0.78,0.33,1.04,0.07,0.78,0.2,,0.26,,3,0,0.2,0,76%,1.7,93%,75%,0.33,0,,,0.07
,  ,Stanislav Hadzhigaev,£0,1,46,Bulgarian 'A' Regional Group (Kyustendil) Rila,,,0,,0,0,,0,0.0km,,20,14.17,0,0,0,0,0.06,0,,0,,0,0,0,0,,1.56,97%,71%,0,0,,,
,  ,Ilya Kotov,£0,1,46,Belarusian Second League,,,0,,0,0,,0,0.0km,,20.48,14.53,0,0,0,0,0.12,0.05,,0,,0,0,0,0,,1.9,95%,71%,0,0,,,0.07
,  ,Jacob Lindblom,£0,1,46,Swedish Second Division South Götaland,,,0,,0,0,,0,0.0km,,20,13.64,0,0,0,0,0.16,0,,0,,0,0,0,0,,1.64,93%,68%,0,0,,,0.12
,  ,Aleš Douděra,£0,0.73,46,Czech Third Division MSFL,8.2,4.87,1.53,,0,0,,0,10.1km,0.13,50.4,40.27,3.6,3.8,3,0.27,0.53,0,0.4,1.07,1.13,10.93,0.07,1.4,1.13,59%,1.33,80%,80%,2.73,0.13,0.07,0.07,
,  ,Nermin Jaganjac,£0,1,46,Republic of Srpska Second League West,,,0,,0,0,,0,0.0km,,20,13.62,0,0,0,0,0.25,0,,0,,0,0,0,0,,1.44,100%,68%,0,0,,,
,  ,Rogelio,£0,1,46,Spanish Preferente Autonómica Galicia Norte,,,0,,0,0,,0,0.0km,,21.22,15.47,0,0,0,0,0.62,0.09,,0,,0,0,0,0,,1.68,100%,73%,0,0,,,0.09
,  ,Íñigo Orbegozo,£0,1,46,Spanish Federation Third Group 5,,,0,,0,0,,0,0.0km,,20,14.54,0,0,0,0,0.15,0.08,,0,,0,0,0,0,,1.69,88%,73%,0,0,,,0.15
,  ,Robert Ilievski,£0,1,46,North Macedonian Second League,,,0,,0,0,,0,0.0km,,20,13.76,0,0,0,0,0.18,0.06,,0,,0,0,0,0,,1.53,100%,69%,0,0,,,0.12
,  ,Kuzey Yavaş,£0,1,46,Turkish Regional Amateur League Group 5,,,0,,0,0,,0,0.0km,,24.61,16.56,0,0,0,0,0.76,0.09,,0,,0,0,0,0,,1.99,95%,67%,0,0,,,
,  ,Jan Vasil,£0,0.71,46,Slovak Lower Division,7.89,4.85,0.53,,0,0,,0,9.6km,,49.89,39.96,4.55,3.41,4.09,0,0.99,0.45,0.83,1.82,0.99,15.24,0.38,0.68,0.61,62%,0.91,86%,80%,2.65,0.15,0.15,0.38,
,  ,Aljoša Novaković,£0,1,46,Serbian Second League West,,,0,,0,0,,0,0.0km,,20,13.92,0,0,0,0,0.17,0,,0,,0,0,0,0,,2,96%,70%,0,0,,,0.08
,  ,Giannis Paidakis,£0,0.83,46,Greek National C Division Group 4,7.54,5.46,0.69,,5.11,0.35,7%,0,10.2km,,52.06,43.83,5.02,2.69,3.72,0.09,0.26,0,0.52,1.73,1.39,18.97,0.17,0.69,1.3,72%,0.95,73%,84%,2.25,0.09,0.17,0.17,
,  ,Damian Truszkowski,£0,1,46,Polish Fourth Division,,,0,,0,0,,0,0.0km,,20,14.33,0,0,0,0,1.61,0.33,,0,,0,0,0,0,,1.33,96%,72%,0,0,,,
,  ,Lucas Holst,£0,1,46,Swedish Second Division North Svealand,,,0,,0,0,,0,0.0km,,20,13.88,0,0,0,0,0.46,0.04,,0,,0,0,0,0,,1.65,91%,69%,0,0,,,0.04
,  ,Evgeniy Kozlov,£0,0.82,46,Belarusian Second League,9.25,5.55,0.92,,0.06,0,0%,0,10.8km,0.03,52.03,43.29,3.95,3.11,3.7,0.36,1.12,0.25,0.62,1.6,1.49,21.07,0.25,1.15,0.98,60%,0.95,77%,83%,2.83,0.14,0.03,0.25,0.03
,  ,Tomáš Pospěch,£8K  £24K,1.47,46,Czech Fourth Division C,7.27,5.53,0.67,,0.07,0,0%,0,10.1km,0.07,50.4,41.67,4.67,3.33,4.07,0.27,0.6,0.07,0.33,1.4,1.6,15.2,0.4,0.93,1.13,76%,1,88%,83%,2.53,0.07,,0.4,0.13
,  ,Ireneusz Borowski,£0,1,46,Polish Fourth Division,,,0,,0,0,,0,0.0km,,21.07,14.98,0,0,0,0,0.29,0,,0,,0,0,0,0,,1.76,97%,71%,0,0,,,0.23
,  ,Tamás Kardos,£0,0.95,46,Hungarian Lower Division,0.22,0.11,0,,0,0,,0,0.7km,,22.49,16.63,0.44,0.28,0.28,0.06,0.5,0.17,0.11,0.17,0.06,0.94,0.11,0,0.11,50%,2.15,95%,74%,0,0,,0.11,0.11
,  ,Innocent Obinna,£0,0.6,45,,8.07,5.6,0.6,,0,0,,0,10.6km,,50.93,43,3.93,4.27,4.13,0.27,0.67,0,0.67,1.73,1.2,14.8,0.27,0.73,1.6,69%,0.6,75%,84%,2.6,0,0.07,0.27,
,  ,Daniel Carapinha,£0,1,45,Portuguese Guarda First Division,,,0,,0,0,,0,0.0km,,20,14.35,0,0,0,0,0.29,0.06,,0,,0,0,0,0,,1.71,97%,72%,0,0,,,
,  ,Sergey Boyarov,£4K  £12K,0.73,45,Russian Second Division B  Group 3,7.53,4.67,0.47,50%,0.13,0.07,50%,1,10.7km,,52,44.87,3.87,3.33,3.8,0.2,1,0.13,0.53,1.13,1.87,13.27,0.6,0.93,1.27,62%,1.07,100%,86%,2.6,0.27,0.07,0.6,0.07
,  ,Marek Pulkert,£0,0.5,45,Czech Third Division MSFL,9.71,7.24,1.43,25%,0.38,0.1,25%,1,10.7km,,52,42.95,3.62,4.29,4.95,0,0.1,0,0.48,2,1.14,13.52,0.38,1.43,1.62,75%,1.33,74%,83%,3.71,0.38,,0.38,
,  ,Kevin Rodrigues,£0,1,45,Portuguese Porto First Division Serie 1,,,0,,0,0,,0,0.0km,,20,13.12,0,0,0,0,0.06,0,,0,,0,0,0,0,,2,100%,66%,0,0,,,0.12
,  ,Manuel Beer,£0,1,45,Austrian Regional League Central,,,0,,0,0,,0,0.0km,,21.16,14.17,0,0,0,0,0.24,0.06,,0,,0,0,0,0,,1.76,97%,67%,0,0,,,
,  ,Krisztián Tóth,£0,1.11,45,Hungarian Lower Division,0.34,0.11,0,,0,0,,0,0.5km,,21.53,16.23,0.11,0.06,0.23,0,0.51,0.11,,0.06,0.06,0.51,0.06,0.11,0.06,33%,1.8,100%,75%,0.23,0.06,,0.06,0.17
Yth,  ,Sarvar Husanov,£9K  £26K,1,45,Uzbekistan Superleague,,,0,,0,0,,0,0.0km,,20,13.69,0,0,0,0,0.26,0.03,,0,,0,0,0,0,,1.63,98%,68%,0,0,,,0.06
,  ,Jonas Dorsaz,£0,1,45,Austrian 1. County League Salzburg,,,0,,0,0,,0,0.0km,,20,14.44,0,0,0,0,1.94,0.44,,0,,0,0,0,0,,1.89,97%,72%,0,0,,,0.06
,  ,Darragh Kavanagh,£0,2.03,45,Irish Lower Division,8.55,5.58,1.01,50%,0.06,0.03,50%,1,10.9km,0.06,52.97,44.6,4.78,2.5,3.2,0.32,1.43,0.19,0.38,1.77,1.08,25.37,0.1,1.17,0.73,65%,1.08,85%,84%,3.33,0.13,,0.1,
,  ,Guillermo Méndez,£0,1,45,Spanish Regional Division,,,0,,0,0,,0,0.0km,,20,13.71,0,0,0,0,0.14,0.07,,0,,0,0,0,0,,1.43,91%,69%,0,0,,,0.07
U19,  ,Dinu Vasile,£20K  £60K,2.55,45,,8.82,6.27,0.27,,0.18,0,0%,0,10.4km,,52.45,42.09,4.55,3.18,2.82,0.45,1.55,0.73,0.73,2.36,1.27,13.91,0.36,1.18,1,71%,1.18,87%,80%,3.27,0.73,,0.36,
,  ,Álex Rodríguez,£0,1,45,Spanish Federation Third Group 4,,,0,,0,0,,0,0.0km,,20,12.64,0,0,0,0,2.43,0.86,,0,,0,0,0,0,,1.5,91%,63%,0,0,,,0.14
,  ,Eoin Duggan,£0,0.54,45,JD Cymru Premier,8.85,6.31,0.85,,2.46,0.08,,0,10.9km,0.08,50.85,39.08,5.92,4.46,3.92,0.15,0.85,0.31,0.92,1.62,1.85,15.92,0.31,0.85,1.23,71%,0.54,58%,77%,2.62,0.23,,0.31,
,  ,Louis Egloff,£500  £1.5K,1,45,German Div. Bavaria South,,,0,,0,0,,0,0.0km,,20,13.22,0,0,0,0,0.22,0.06,,0,,0,0,0,0,,1.83,97%,66%,0,0,,,0.06
,  ,Mark Shelton,£0,1.12,45,South of Scotland Football League,0.35,0.12,0,100%,0.06,0.06,100%,1,0.6km,,21.82,14.65,0.18,0.12,0.24,0.12,0.59,0.06,,0.18,0.06,2.65,0.12,0.29,0.06,33%,2,94%,67%,0.47,0.06,,0.12,0.06
,  ,Nikolaj Baggesgaard,£0,1,45,Denmark's Series Group 1,,,0,,0,0,,0,0.0km,,20,13.67,0,0,0,0,0.22,0,,0,,0,0,0,0,,1.67,100%,68%,0,0,,,
